age,type_of_travel,online_boarding,checkin_service,on-board_service,baggage_handling,inflight_service,leg_room_service,cleanliness,seat_comfort,inflight_wifi_service,arrival_delay_in_minutes,departure_delay_in_minutes,satisfaction
43,Business travel,5,3,5,5,5,5,5,5,5,52,61,satisfied
33,Business travel,2,4,4,4,5,2,3,3,2,0,0,neutral or dissatisfied
66,Business travel,4,3,4,4,4,4,3,4,2,0,0,satisfied
57,Business travel,5,1,5,5,5,5,1,2,0,20,16,satisfied
49,Business travel,1,5,4,4,5,3,1,1,1,17,0,neutral or dissatisfied
31,Business travel,4,3,5,5,4,3,4,4,5,0,0,satisfied
48,Personal Travel,4,3,4,4,4,1,5,5,1,0,0,neutral or dissatisfied
27,Business travel,5,5,3,4,4,3,5,5,2,32,51,satisfied
40,Business travel,4,3,4,4,4,4,2,2,4,2,0,satisfied
34,Business travel,3,3,4,4,4,4,5,5,1,0,0,satisfied
56,Business travel,1,1,2,4,4,3,1,1,1,218,204,neutral or dissatisfied
58,Business travel,4,3,4,4,4,4,5,4,1,0,2,satisfied
58,Business travel,4,5,5,5,5,5,4,5,1,76,88,satisfied
23,Business travel,4,3,3,4,5,3,4,4,3,0,0,satisfied
42,Business travel,4,5,4,5,4,4,4,4,3,0,0,satisfied
27,Business travel,3,3,4,5,5,5,2,2,3,23,25,neutral or dissatisfied
48,Business travel,5,4,5,5,5,5,5,5,2,0,0,satisfied
52,Business travel,5,1,4,4,4,4,1,5,5,0,0,satisfied
69,Personal Travel,1,3,2,2,2,1,5,4,1,7,2,neutral or dissatisfied
58,Business travel,5,3,4,4,4,4,5,5,4,57,57,satisfied
62,Business travel,4,2,3,3,3,2,2,4,3,0,0,neutral or dissatisfied
58,Business travel,4,4,1,1,1,1,3,3,1,56,41,neutral or dissatisfied
8,Personal Travel,0,3,4,5,2,1,4,4,0,0,0,satisfied
33,Business travel,2,5,4,4,4,4,2,5,2,0,0,satisfied
26,Business travel,2,4,5,5,5,5,4,4,2,61,77,neutral or dissatisfied
22,Business travel,2,3,2,3,3,4,3,1,2,17,16,neutral or dissatisfied
24,Business travel,5,5,5,2,3,3,5,5,3,144,140,satisfied
47,Business travel,5,4,4,4,4,5,3,4,5,0,0,satisfied
53,Business travel,5,4,5,5,5,5,5,4,0,125,125,satisfied
28,Business travel,4,3,4,4,5,4,4,4,5,0,0,satisfied
49,Business travel,3,4,4,4,4,4,5,4,1,0,0,satisfied
26,Business travel,1,3,3,4,4,2,1,1,1,0,0,neutral or dissatisfied
42,Business travel,5,3,4,4,4,4,3,5,2,0,0,satisfied
42,Business travel,5,4,3,3,4,3,5,5,5,0,0,satisfied
48,Business travel,5,5,4,4,4,4,4,5,1,0,0,satisfied
31,Business travel,4,5,5,4,4,3,5,5,4,5,0,satisfied
17,Personal Travel,2,4,2,4,5,5,4,4,2,0,0,neutral or dissatisfied
22,Business travel,2,4,1,3,3,5,2,2,2,0,0,neutral or dissatisfied
28,Business travel,3,3,4,4,5,3,1,1,4,0,0,satisfied
18,Business travel,4,2,1,1,5,1,4,4,1,20,0,satisfied
57,Business travel,5,4,5,5,5,5,5,5,5,0,0,satisfied
26,Business travel,3,4,4,5,4,4,3,3,4,57,64,satisfied
46,Business travel,2,4,3,1,3,3,3,2,1,99,47,neutral or dissatisfied
27,Business travel,2,3,4,5,5,5,1,1,2,0,0,neutral or dissatisfied
47,Business travel,4,4,4,4,4,4,4,5,1,1,0,satisfied
22,Business travel,3,3,2,3,3,3,3,3,3,271,250,neutral or dissatisfied
22,Business travel,4,1,5,3,5,1,4,4,1,0,0,satisfied
41,Business travel,4,3,4,4,4,4,3,5,4,0,2,satisfied
50,Business travel,4,4,3,3,3,3,4,4,1,13,44,satisfied
55,Business travel,4,1,2,2,2,2,3,3,2,0,0,neutral or dissatisfied
46,Business travel,4,3,5,5,5,5,5,4,5,35,33,satisfied
48,Business travel,3,3,3,3,3,2,3,2,3,0,0,neutral or dissatisfied
58,Business travel,4,5,4,4,4,4,5,5,2,38,0,satisfied
20,Business travel,4,2,4,2,4,3,3,3,4,40,48,satisfied
24,Business travel,4,5,4,4,5,4,4,4,1,7,8,satisfied
20,Business travel,5,5,5,5,5,4,5,5,2,4,0,satisfied
55,Business travel,2,2,4,4,4,4,3,5,5,0,0,satisfied
43,Business travel,3,3,2,2,2,2,1,2,2,0,0,neutral or dissatisfied
40,Business travel,4,2,5,5,3,2,4,4,4,70,55,satisfied
35,Business travel,3,5,5,5,4,5,3,5,3,0,0,neutral or dissatisfied
38,Business travel,5,4,5,5,5,5,4,4,3,0,0,satisfied
45,Business travel,4,4,5,5,5,5,3,5,3,0,1,satisfied
42,Business travel,4,3,4,4,4,4,4,5,1,0,0,satisfied
54,Business travel,3,4,5,5,5,5,4,4,5,0,3,satisfied
34,Business travel,3,2,4,4,4,4,4,3,4,63,45,neutral or dissatisfied
38,Business travel,3,3,3,5,4,2,2,2,4,36,51,satisfied
58,Business travel,5,5,4,4,4,5,5,5,1,0,0,satisfied
57,Business travel,4,3,4,4,4,4,5,4,5,0,0,satisfied
36,Business travel,3,3,2,2,2,2,2,3,2,0,10,neutral or dissatisfied
31,Business travel,1,3,3,2,3,5,2,2,2,0,1,neutral or dissatisfied
44,Business travel,4,5,2,2,2,2,4,4,1,0,2,satisfied
28,Business travel,4,5,4,5,5,3,4,4,4,0,0,satisfied
57,Business travel,5,4,4,4,4,4,3,4,2,8,11,satisfied
39,Business travel,4,4,4,5,4,4,5,5,2,72,71,satisfied
36,Business travel,3,4,5,5,4,5,2,2,3,0,0,neutral or dissatisfied
58,Business travel,4,5,5,5,5,5,5,5,2,0,0,satisfied
27,Business travel,5,4,5,4,4,3,5,5,1,67,37,satisfied
45,Business travel,4,4,4,5,3,3,4,4,3,5,0,satisfied
43,Business travel,1,2,5,5,5,5,3,5,1,1,0,satisfied
39,Business travel,4,1,2,2,2,2,2,3,2,1,10,neutral or dissatisfied
33,Business travel,3,2,3,2,1,5,2,2,3,0,0,neutral or dissatisfied
53,Business travel,5,3,5,5,5,5,5,5,3,0,0,satisfied
39,Business travel,4,4,3,3,3,3,4,4,4,218,196,neutral or dissatisfied
14,Business travel,2,2,2,3,3,1,2,2,2,0,2,neutral or dissatisfied
50,Business travel,5,4,4,4,4,4,3,5,2,0,0,satisfied
65,Business travel,3,3,2,2,2,2,2,3,2,1,4,neutral or dissatisfied
41,Business travel,5,3,1,1,1,1,3,5,0,0,0,satisfied
14,Business travel,4,4,2,4,4,5,3,3,3,0,13,neutral or dissatisfied
50,Business travel,4,3,5,5,5,5,4,4,2,0,0,satisfied
44,Business travel,5,5,4,4,4,4,4,4,2,12,11,satisfied
31,Business travel,3,4,2,3,3,5,3,3,3,0,0,neutral or dissatisfied
51,Business travel,3,5,5,5,5,5,5,5,4,16,39,satisfied
42,Business travel,4,5,4,4,4,4,5,5,3,0,0,satisfied
45,Business travel,4,3,4,4,4,4,4,5,1,5,0,satisfied
56,Business travel,4,3,3,3,3,4,3,4,1,0,0,satisfied
42,Business travel,5,3,2,2,2,2,3,5,1,0,8,satisfied
44,Business travel,3,2,2,2,2,2,5,5,1,0,0,satisfied
47,Business travel,4,5,4,4,4,4,4,5,2,0,0,satisfied
59,Business travel,4,4,5,5,5,5,4,5,2,22,26,satisfied
36,Business travel,2,3,3,3,3,3,2,2,3,99,67,neutral or dissatisfied
27,Business travel,3,1,3,3,3,4,3,3,3,0,0,neutral or dissatisfied
55,Business travel,4,4,5,5,5,5,5,4,5,0,0,satisfied
43,Business travel,5,5,5,5,5,5,3,5,4,7,11,satisfied
34,Business travel,5,4,4,4,4,4,5,5,4,0,0,satisfied
29,Business travel,5,5,4,4,5,5,4,4,1,0,1,satisfied
21,Business travel,5,4,5,4,5,5,4,4,5,1,0,satisfied
54,Business travel,2,2,4,5,4,4,2,1,4,26,0,satisfied
42,Business travel,5,5,5,5,5,5,5,5,4,80,34,satisfied
45,Business travel,4,3,4,4,4,4,2,4,4,22,0,neutral or dissatisfied
60,Business travel,4,5,5,5,5,5,3,5,4,0,0,satisfied
47,Business travel,4,4,3,3,3,3,3,4,1,17,36,satisfied
43,Business travel,4,5,4,4,4,4,4,5,1,5,5,satisfied
61,Business travel,5,5,4,4,4,5,3,5,1,79,56,satisfied
37,Business travel,2,5,4,4,5,5,2,2,2,0,0,neutral or dissatisfied
30,Business travel,2,1,5,2,1,1,2,2,5,0,0,satisfied
29,Business travel,5,3,1,2,2,4,5,5,4,41,0,satisfied
53,Business travel,5,3,4,4,4,4,5,4,4,6,0,satisfied
39,Business travel,5,4,4,4,4,5,5,5,4,98,83,satisfied
56,Business travel,4,4,4,4,4,4,4,5,3,0,0,satisfied
21,Business travel,4,3,4,4,4,4,4,4,4,61,69,satisfied
27,Business travel,4,5,3,5,5,3,4,4,2,0,0,satisfied
45,Business travel,5,5,4,4,4,4,5,5,5,101,67,satisfied
23,Business travel,2,3,3,3,4,2,2,2,2,6,11,neutral or dissatisfied
56,Business travel,5,5,3,4,3,5,5,5,3,0,0,satisfied
38,Business travel,4,4,3,3,3,4,3,4,4,0,0,satisfied
26,Business travel,3,3,5,4,2,3,3,3,3,139,150,neutral or dissatisfied
78,Business travel,3,3,3,3,3,3,4,2,3,60,59,neutral or dissatisfied
26,Business travel,4,2,1,3,2,4,4,4,3,0,0,satisfied
34,Business travel,3,3,3,3,3,3,3,4,3,0,0,neutral or dissatisfied
50,Business travel,4,3,5,5,5,5,4,4,1,0,0,satisfied
45,Business travel,4,4,4,4,4,4,4,4,3,0,0,satisfied
41,Business travel,4,3,5,5,5,5,4,5,2,0,0,satisfied
25,Business travel,1,3,4,5,4,2,5,5,0,0,11,satisfied
30,Business travel,4,2,1,3,5,2,4,4,4,0,0,satisfied
45,Business travel,3,4,1,1,1,1,3,3,1,0,0,neutral or dissatisfied
55,Business travel,4,5,4,4,4,4,5,5,1,0,0,satisfied
46,Business travel,4,2,4,4,4,4,3,2,3,0,0,satisfied
33,Business travel,5,5,4,5,5,2,5,5,4,7,0,satisfied
39,Business travel,4,2,2,2,2,2,2,3,2,14,16,neutral or dissatisfied
59,Business travel,4,4,3,3,3,3,3,5,5,0,0,satisfied
40,Business travel,5,3,4,4,4,4,3,5,3,0,0,satisfied
48,Business travel,2,1,4,4,4,4,3,2,1,0,0,satisfied
78,Business travel,4,2,3,3,3,3,4,4,3,0,0,neutral or dissatisfied
48,Business travel,4,4,5,5,5,5,3,4,3,0,0,satisfied
22,Business travel,4,1,2,3,3,4,1,4,4,22,0,neutral or dissatisfied
33,Business travel,2,5,4,4,4,4,4,3,2,58,72,neutral or dissatisfied
33,Business travel,4,3,4,5,5,4,3,3,4,0,0,neutral or dissatisfied
43,Business travel,1,1,5,5,5,5,5,5,1,7,0,satisfied
25,Personal Travel,1,3,2,4,3,1,1,1,1,0,3,neutral or dissatisfied
21,Business travel,4,5,3,4,4,2,4,4,2,1,0,satisfied
40,Business travel,2,2,1,1,1,1,4,5,0,0,0,satisfied
43,Business travel,4,4,5,5,5,5,3,5,4,26,25,satisfied
38,Business travel,5,3,3,3,3,3,4,5,2,17,0,satisfied
31,Business travel,4,5,3,5,5,5,4,4,1,0,9,satisfied
49,Business travel,5,4,5,5,5,5,3,5,4,0,0,satisfied
51,Business travel,5,4,5,5,5,5,5,5,1,0,0,satisfied
37,Business travel,2,4,3,5,4,5,4,4,2,0,1,neutral or dissatisfied
43,Business travel,4,4,5,4,5,5,4,4,3,0,0,satisfied
38,Business travel,4,3,3,3,3,4,3,4,2,3,11,satisfied
30,Business travel,3,3,4,3,4,5,3,3,3,6,8,neutral or dissatisfied
57,Business travel,5,4,5,5,5,5,3,4,1,7,6,satisfied
49,Business travel,5,5,4,4,4,4,5,4,1,0,0,satisfied
47,Business travel,4,4,4,4,4,4,5,5,5,9,20,satisfied
24,Business travel,5,1,5,3,2,1,5,5,1,27,29,satisfied
39,Business travel,5,5,5,5,5,4,3,5,4,0,0,satisfied
44,Business travel,3,2,5,5,5,4,3,4,3,82,74,satisfied
41,Business travel,5,3,5,5,5,5,5,5,5,0,0,satisfied
45,Business travel,5,5,4,4,4,4,4,5,4,0,0,satisfied
38,Business travel,3,4,1,1,1,1,3,3,1,0,0,neutral or dissatisfied
25,Business travel,3,5,3,4,5,5,3,3,1,5,9,satisfied
57,Business travel,4,4,2,4,5,4,4,4,2,161,155,satisfied
67,Personal Travel,5,4,1,1,1,1,4,4,1,10,5,neutral or dissatisfied
75,Business travel,3,3,2,2,2,2,2,4,2,0,0,neutral or dissatisfied
30,Business travel,4,3,3,4,4,3,4,4,5,0,6,satisfied
55,Business travel,4,3,4,4,4,4,3,5,5,0,0,satisfied
35,Business travel,2,3,4,5,4,4,5,4,5,53,51,satisfied
25,Business travel,2,2,1,4,3,3,2,2,2,0,0,neutral or dissatisfied
59,Business travel,5,4,4,4,4,4,3,5,5,0,0,satisfied
41,Business travel,3,1,4,5,4,4,1,5,5,0,0,satisfied
35,Business travel,4,5,4,4,4,4,5,4,5,28,51,satisfied
51,Business travel,4,4,1,1,1,2,4,5,1,0,0,satisfied
48,Business travel,3,3,4,5,3,5,3,3,3,0,0,satisfied
41,Business travel,4,4,5,5,5,5,4,4,2,0,0,satisfied
41,Business travel,4,3,4,4,4,4,4,4,3,19,23,satisfied
43,Business travel,2,2,4,4,4,4,2,2,3,0,0,satisfied
60,Business travel,5,3,4,4,4,4,3,5,3,0,0,satisfied
54,Business travel,5,3,4,4,4,4,5,5,1,0,0,satisfied
27,Business travel,4,4,4,4,3,4,4,4,4,4,0,satisfied
18,Business travel,2,1,3,4,3,2,2,2,2,0,0,neutral or dissatisfied
34,Business travel,4,1,5,5,5,5,4,1,4,0,0,satisfied
38,Business travel,4,5,5,4,5,5,3,5,5,27,48,satisfied
60,Business travel,4,3,1,1,1,2,2,4,1,0,0,neutral or dissatisfied
27,Business travel,3,3,5,4,5,2,3,3,4,0,10,satisfied
41,Business travel,5,3,4,4,4,4,4,4,2,0,0,satisfied
39,Business travel,2,3,5,5,5,5,3,4,3,0,1,satisfied
17,Business travel,2,3,4,4,4,1,2,2,2,0,0,neutral or dissatisfied
42,Business travel,4,4,4,4,4,4,4,4,3,0,0,satisfied
43,Business travel,4,5,5,5,5,5,4,5,2,0,0,satisfied
53,Business travel,4,5,4,4,4,4,1,4,3,0,0,satisfied
40,Business travel,4,4,3,3,3,3,1,4,3,17,26,neutral or dissatisfied
52,Business travel,5,3,3,3,3,3,5,2,5,0,0,satisfied
32,Business travel,4,3,4,5,5,5,5,5,4,0,5,satisfied
49,Business travel,4,4,4,4,4,4,5,4,5,0,0,satisfied
45,Business travel,5,3,4,4,4,4,3,5,3,19,0,satisfied
55,Business travel,3,3,2,2,2,2,3,4,2,44,43,satisfied
29,Business travel,4,5,5,5,5,3,4,4,2,0,0,satisfied
39,Business travel,4,4,4,4,4,4,4,4,2,11,19,satisfied
44,Business travel,5,3,4,4,4,4,4,5,4,0,0,satisfied
51,Business travel,4,3,5,5,5,5,4,5,3,0,0,satisfied
42,Business travel,5,3,4,4,4,4,5,4,3,0,0,satisfied
41,Business travel,4,3,5,5,5,5,4,5,5,0,0,satisfied
57,Personal Travel,4,4,1,1,1,4,3,4,4,0,0,neutral or dissatisfied
36,Business travel,2,1,2,4,3,2,2,2,2,17,19,neutral or dissatisfied
49,Business travel,3,1,1,1,1,1,2,3,1,0,0,neutral or dissatisfied
31,Business travel,5,4,5,5,4,3,5,5,1,14,19,satisfied
59,Business travel,1,5,2,1,2,2,2,4,0,15,16,satisfied
39,Business travel,3,4,2,2,2,2,3,4,2,37,36,neutral or dissatisfied
47,Business travel,2,3,4,5,4,4,5,4,4,0,0,satisfied
25,Business travel,4,4,3,4,4,5,4,4,4,0,0,neutral or dissatisfied
20,Personal Travel,3,1,1,4,4,2,4,4,3,0,3,neutral or dissatisfied
38,Business travel,4,3,4,4,4,4,3,5,4,0,0,satisfied
25,Business travel,0,4,3,4,5,5,4,4,5,2,0,satisfied
51,Business travel,4,3,3,3,3,4,5,4,2,0,0,satisfied
22,Business travel,4,5,4,4,4,5,4,5,4,3,15,satisfied
53,Business travel,4,5,4,3,4,4,1,4,2,0,0,satisfied
50,Business travel,5,4,5,5,5,5,5,5,1,0,0,satisfied
36,Business travel,3,1,3,3,3,3,2,5,0,3,0,satisfied
51,Business travel,4,5,4,4,4,4,3,5,0,0,0,satisfied
23,Business travel,4,4,5,4,5,4,4,4,5,8,0,satisfied
30,Business travel,5,5,5,4,4,3,1,5,0,9,11,satisfied
55,Business travel,5,3,5,5,5,5,4,4,5,24,0,satisfied
33,Business travel,5,3,4,4,4,4,5,5,5,0,0,satisfied
27,Business travel,4,4,4,4,4,2,4,4,4,0,0,satisfied
39,Business travel,4,3,4,4,4,4,4,4,3,8,6,satisfied
50,Business travel,4,4,4,4,4,4,5,5,5,0,0,satisfied
43,Business travel,5,4,4,4,4,4,5,4,2,0,0,satisfied
43,Business travel,5,5,4,4,4,4,3,5,2,0,0,satisfied
25,Business travel,5,5,5,4,4,3,5,5,4,133,116,satisfied
37,Business travel,3,1,4,5,4,4,4,3,2,23,30,satisfied
40,Business travel,3,3,3,3,2,3,3,3,3,471,480,neutral or dissatisfied
42,Business travel,3,4,3,3,3,2,4,5,3,0,0,satisfied
44,Business travel,4,5,4,5,4,4,3,1,5,0,0,satisfied
34,Business travel,3,5,4,4,4,4,1,3,5,19,21,satisfied
52,Personal Travel,4,5,1,1,1,2,3,4,2,0,0,neutral or dissatisfied
47,Business travel,3,3,4,4,4,4,4,3,5,0,0,satisfied
45,Business travel,2,2,3,3,3,3,2,1,3,101,110,neutral or dissatisfied
58,Business travel,4,4,4,4,4,4,5,5,2,0,0,satisfied
30,Business travel,2,3,4,4,4,3,2,2,4,0,0,satisfied
43,Personal Travel,3,4,3,3,3,2,3,4,2,0,0,neutral or dissatisfied
26,Business travel,5,4,3,4,5,2,5,5,1,0,0,satisfied
69,Business travel,3,4,2,2,2,2,1,3,2,0,0,neutral or dissatisfied
56,Business travel,3,1,1,2,2,3,2,2,3,0,0,neutral or dissatisfied
32,Business travel,5,1,2,2,3,2,5,5,3,12,0,satisfied
51,Business travel,4,5,4,4,4,4,5,4,0,0,0,satisfied
36,Business travel,3,3,1,2,1,1,1,3,2,0,0,neutral or dissatisfied
46,Business travel,5,5,5,4,4,3,5,5,3,0,0,satisfied
42,Business travel,2,4,5,5,5,5,3,1,3,0,0,satisfied
48,Business travel,4,3,5,5,5,5,4,4,1,33,50,satisfied
42,Business travel,4,4,2,2,2,2,5,4,0,21,19,satisfied
43,Business travel,4,4,4,4,4,4,3,4,3,0,0,satisfied
55,Business travel,1,1,3,3,1,4,1,1,1,105,131,neutral or dissatisfied
32,Business travel,1,3,4,3,4,5,1,2,2,0,0,neutral or dissatisfied
33,Business travel,2,5,4,1,4,1,2,2,4,0,0,satisfied
60,Business travel,5,4,5,5,5,5,4,4,2,2,0,satisfied
22,Business travel,3,2,4,3,3,4,3,3,3,0,6,neutral or dissatisfied
52,Business travel,4,3,5,5,5,5,5,3,3,0,0,satisfied
40,Business travel,4,3,3,3,3,3,2,3,3,0,0,neutral or dissatisfied
45,Business travel,2,2,4,3,1,4,2,2,4,176,35,satisfied
31,Business travel,5,4,4,4,5,4,5,5,3,0,0,satisfied
55,Business travel,4,3,5,5,5,5,5,5,1,0,1,satisfied
54,Business travel,4,3,4,4,4,4,5,5,3,18,23,satisfied
33,Business travel,1,4,1,4,2,4,1,1,0,14,12,satisfied
54,Business travel,5,4,5,3,5,5,4,5,3,0,0,satisfied
43,Business travel,5,4,5,5,5,5,5,4,2,5,18,satisfied
70,Business travel,3,2,2,2,2,2,2,3,2,0,0,neutral or dissatisfied
41,Business travel,4,4,5,5,5,5,4,5,2,0,0,satisfied
56,Business travel,5,3,4,4,4,4,5,4,2,7,0,satisfied
8,Personal Travel,1,3,4,4,4,5,4,2,1,0,0,neutral or dissatisfied
39,Business travel,4,5,4,4,4,4,4,4,5,0,0,satisfied
60,Business travel,5,5,4,4,4,4,4,5,5,11,17,satisfied
45,Business travel,3,5,5,5,5,5,3,4,4,0,0,satisfied
55,Personal Travel,2,3,3,3,3,1,2,1,1,0,0,neutral or dissatisfied
46,Business travel,4,3,5,5,5,5,5,5,3,15,0,satisfied
61,Personal Travel,5,3,1,1,1,3,3,4,4,0,0,neutral or dissatisfied
37,Business travel,5,4,4,5,4,4,4,5,2,0,0,satisfied
56,Personal Travel,1,3,4,4,4,1,1,1,1,12,13,neutral or dissatisfied
65,Business travel,3,3,5,2,1,1,3,3,3,0,0,neutral or dissatisfied
55,Business travel,4,4,4,4,4,4,3,5,4,0,0,satisfied
40,Business travel,2,1,2,2,2,2,3,2,2,6,3,neutral or dissatisfied
52,Business travel,3,5,4,4,4,4,5,4,1,8,0,satisfied
59,Business travel,3,1,2,2,2,2,2,4,2,7,2,neutral or dissatisfied
46,Business travel,5,4,5,5,5,5,3,4,1,0,0,satisfied
36,Business travel,3,3,4,5,4,4,1,4,2,4,0,satisfied
42,Business travel,4,3,5,5,5,5,5,5,5,0,0,satisfied
56,Business travel,5,4,4,5,4,4,5,5,1,0,0,satisfied
52,Business travel,5,3,5,5,5,5,4,2,2,0,0,satisfied
53,Business travel,4,5,4,4,4,4,4,5,5,0,0,satisfied
34,Business travel,4,3,5,4,5,5,5,5,4,1,31,neutral or dissatisfied
70,Business travel,2,5,5,5,5,5,1,5,4,4,8,satisfied
55,Business travel,5,3,4,4,4,4,3,5,5,0,0,satisfied
31,Business travel,4,3,2,5,5,3,4,4,3,0,0,satisfied
46,Business travel,4,5,4,4,4,4,4,5,1,0,0,satisfied
22,Business travel,3,1,2,1,2,4,3,3,3,81,83,neutral or dissatisfied
42,Business travel,4,5,5,5,5,5,4,4,5,0,1,satisfied
57,Business travel,5,3,4,4,4,4,5,5,1,18,23,satisfied
52,Business travel,4,5,2,2,2,2,5,5,5,26,22,satisfied
47,Business travel,4,5,4,4,4,4,4,4,2,12,19,satisfied
56,Business travel,3,5,5,5,5,5,4,5,4,1,0,satisfied
41,Business travel,5,5,4,4,4,4,4,4,5,0,0,satisfied
9,Business travel,4,3,4,3,4,1,4,4,4,0,0,neutral or dissatisfied
44,Business travel,4,4,5,5,5,5,5,4,1,21,41,satisfied
60,Business travel,4,5,4,4,4,4,3,5,5,31,12,satisfied
57,Business travel,5,5,5,5,5,4,5,5,1,0,0,satisfied
15,Business travel,4,5,4,4,4,3,5,5,4,6,28,satisfied
35,Business travel,4,5,5,5,5,4,4,5,1,0,23,satisfied
51,Business travel,4,4,5,5,5,4,5,4,5,4,0,satisfied
31,Business travel,5,5,4,3,5,4,5,5,1,0,0,satisfied
70,Business travel,2,5,4,4,4,4,1,3,3,0,0,satisfied
30,Business travel,4,4,5,5,5,4,4,4,2,35,46,satisfied
64,Business travel,2,4,4,4,4,1,4,4,2,4,0,neutral or dissatisfied
48,Business travel,3,4,4,4,4,4,4,5,0,0,0,satisfied
35,Business travel,2,3,4,4,4,4,3,2,4,44,58,neutral or dissatisfied
33,Business travel,4,2,5,4,5,3,4,4,5,14,27,satisfied
54,Business travel,3,3,3,3,3,2,1,3,3,0,0,neutral or dissatisfied
49,Business travel,4,4,5,5,5,5,4,4,3,36,46,satisfied
43,Business travel,3,4,3,3,3,3,3,4,1,0,0,satisfied
64,Personal Travel,4,5,4,5,4,4,4,4,4,0,0,neutral or dissatisfied
44,Business travel,2,4,2,2,2,2,3,3,2,59,53,neutral or dissatisfied
42,Business travel,1,3,4,4,4,4,4,1,3,19,26,satisfied
27,Business travel,4,4,3,4,4,3,3,3,4,78,96,satisfied
35,Business travel,5,4,5,5,5,5,3,5,3,13,12,satisfied
50,Business travel,3,4,3,3,3,3,4,3,3,103,112,neutral or dissatisfied
40,Business travel,4,4,4,4,4,4,5,4,2,2,0,satisfied
44,Business travel,5,5,5,3,5,5,2,5,3,50,49,satisfied
60,Business travel,4,3,5,5,5,5,4,5,1,0,8,satisfied
45,Business travel,3,1,3,3,3,3,3,2,3,44,0,neutral or dissatisfied
42,Business travel,4,3,3,3,3,4,3,4,2,0,0,satisfied
50,Business travel,5,3,5,5,5,5,4,5,2,0,0,satisfied
38,Business travel,4,4,2,2,2,2,4,4,2,0,0,neutral or dissatisfied
56,Business travel,5,5,5,5,5,5,5,5,2,0,4,satisfied
68,Personal Travel,4,4,2,2,2,4,3,5,4,21,5,neutral or dissatisfied
42,Business travel,4,5,4,4,4,5,3,5,2,0,0,satisfied
45,Business travel,4,5,4,4,4,4,5,4,5,0,0,satisfied
45,Business travel,5,3,4,4,4,4,4,5,1,9,17,satisfied
49,Business travel,4,1,3,3,3,3,1,4,3,12,14,neutral or dissatisfied
37,Business travel,5,4,4,4,4,4,3,5,3,0,0,satisfied
71,Business travel,2,1,3,3,3,3,1,3,0,0,1,satisfied
28,Business travel,5,1,3,2,5,2,5,5,1,0,0,satisfied
46,Personal Travel,4,3,2,2,2,2,4,3,2,0,0,neutral or dissatisfied
40,Business travel,4,3,4,4,4,4,3,4,2,19,1,satisfied
56,Business travel,4,5,4,4,4,4,5,4,4,0,0,satisfied
13,Business travel,3,4,2,3,3,3,3,3,3,16,38,neutral or dissatisfied
50,Business travel,1,3,3,3,3,3,4,2,3,3,0,neutral or dissatisfied
43,Business travel,4,4,4,4,4,4,3,5,3,5,20,satisfied
56,Business travel,5,4,5,5,5,5,4,4,5,0,0,satisfied
50,Business travel,3,4,3,3,3,3,4,3,3,2,4,neutral or dissatisfied
74,Business travel,1,1,2,3,1,3,1,1,1,350,368,neutral or dissatisfied
27,Business travel,5,4,4,4,5,4,2,2,5,0,0,satisfied
46,Business travel,5,5,5,5,5,5,5,4,3,0,14,satisfied
24,Business travel,5,3,3,5,5,2,4,4,5,30,32,satisfied
46,Business travel,3,3,4,4,4,4,4,5,3,0,2,satisfied
40,Business travel,4,5,3,3,3,3,3,4,3,2,10,satisfied
39,Business travel,2,4,5,5,4,2,5,3,2,0,0,satisfied
58,Business travel,5,5,5,5,5,5,5,4,5,0,0,satisfied
45,Business travel,4,4,4,4,4,4,1,3,4,131,111,neutral or dissatisfied
44,Business travel,4,5,3,3,3,3,4,4,2,0,0,satisfied
16,Business travel,4,5,2,4,4,1,2,2,4,0,0,satisfied
62,Business travel,2,2,2,2,2,2,4,2,2,58,31,neutral or dissatisfied
25,Business travel,0,1,3,3,4,4,1,1,1,80,62,neutral or dissatisfied
22,Business travel,4,3,3,5,4,4,4,4,2,0,0,satisfied
31,Business travel,4,2,3,5,1,5,4,3,5,49,58,satisfied
41,Business travel,4,4,4,4,4,4,4,5,5,101,119,satisfied
31,Business travel,2,4,4,3,4,3,2,2,2,0,0,neutral or dissatisfied
69,Business travel,4,3,4,4,4,4,5,4,5,0,1,satisfied
39,Business travel,5,4,1,1,1,1,3,4,0,6,5,satisfied
37,Business travel,4,1,4,4,4,4,4,4,4,0,0,neutral or dissatisfied
55,Business travel,1,2,5,5,5,5,4,1,0,41,15,satisfied
32,Business travel,2,2,1,3,3,4,2,2,2,2,0,neutral or dissatisfied
39,Business travel,4,3,5,5,5,4,1,4,5,7,10,neutral or dissatisfied
30,Business travel,2,3,2,2,3,1,1,1,2,29,54,neutral or dissatisfied
46,Business travel,4,4,4,4,4,4,3,4,5,0,3,satisfied
26,Business travel,3,2,2,3,3,1,3,4,3,44,38,neutral or dissatisfied
30,Business travel,5,5,5,4,4,5,5,5,1,0,7,satisfied
37,Business travel,5,4,5,5,5,5,4,4,2,2,6,satisfied
42,Business travel,5,4,5,5,5,5,5,5,1,7,4,satisfied
60,Business travel,4,4,4,4,4,4,4,5,5,0,0,satisfied
56,Business travel,4,4,4,5,4,4,3,5,3,0,0,satisfied
50,Business travel,4,1,2,2,2,2,4,4,2,35,46,neutral or dissatisfied
